,permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
37626,/organization/sensulin,Sensulin,http://www.sensulin.com,|Life Sciences|Pharmaceuticals|Diabetes|Biotechnology|, Diabetes ," 330,000 ",operating,USA,OK,OK - Other,Snyder,1.0,2011-08-09,2011-08,2011-Q3,2011.0,2013-02-28,2013-02-28
19319,/organization/host-committee,Host Committee,http://www.hostcommittee.com,|Curated Web|, Curated Web ," 4,499,997 ",operating,USA,NY,New York City,New York,2.0,2011-11-01,2011-11,2011-Q4,2011.0,2012-12-01,2014-09-08
27430,/organization/moni-technologies,Moni Technologies,http://moni.to,|Finance|Mobile|, Finance ," 120,000 ",operating,GBR,,London,London,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-07-02,2013-07-02
49366,/organization/zulu,Zulu,http://www.zulu-inc.com,|Software|, Software ," 1,070,000 ",operating,USA,CA,SF Bay Area,San Jose,2.0,2012-02-28,2012-02,2012-Q1,2012.0,2012-08-01,2013-03-26
46932,/organization/wapa,WAPA,,|Design|, Design ," 9,326 ",operating,,,,,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-10-05,2013-10-05
22955,/organization/kleen-extreme,Kleen Extreme,http://www.kleenextreme.com,,, -   ,operating,USA,TN,Chattanooga,Chattanooga,1.0,1998-10-01,1998-10,1998-Q4,1998.0,2012-07-30,2012-07-30
4080,/organization/axado,AXADO,http://www.axado.com.br,|E-Commerce|, E-Commerce , -   ,operating,BRA,,Fortaleza,Florianópolis,2.0,2011-09-30,2011-09,2011-Q3,2011.0,2011-01-01,2012-08-01
19055,/organization/hippo-manager-software-inc,Hippo Manager Software,http://www.hippomanager.com,|Medical|Software|, Medical , -   ,operating,USA,KY,Lexington,Lexington,1.0,2012-02-15,2012-02,2012-Q1,2012.0,2012-12-18,2012-12-18
41733,/organization/tagapet,TagaPet,http://www.tagapet.com,|NFC|Mobile|Pets|, NFC ," 77,000 ",operating,USA,KY,Lexington,Lexington,3.0,2012-04-20,2012-04,2012-Q2,2012.0,2012-06-01,2014-02-01
36430,/organization/runivermag,Runivermag,http://runivermag.com,|Online Shopping|Marketplaces|E-Commerce|, E-Commerce , -   ,closed,RUS,,Moscow,Moscow,1.0,2009-02-01,2009-02,2009-Q1,2009.0,2009-01-01,2009-01-01
4441,/organization/barnes-noble,Barnes & Noble,http://www.barnesandnobleinc.com,|E-Commerce|, E-Commerce ," 300,000,000 ",operating,USA,NY,New York City,New York,1.0,1917-01-01,1917-01,1917-Q1,1917.0,2012-04-30,2012-04-30
15048,/organization/feex,FeeX - Robin Hood of Fees,http://www.feex.com,|Finance|, Finance ," 9,500,000 ",operating,USA,NY,New York City,New York,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-08-27,2014-08-21
52017,,,,,,,,,,,,,,,,,,
5519,/organization/black-ocean,Black Ocean,http://www.blackocean.com,|Curated Web|, Curated Web ," 100,000,000 ",operating,USA,NY,New York City,New York,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-09-01,2011-09-01
46672,/organization/voss,VOSS Solutions,http://www.voss-solutions.com,|Software|, Software ," 22,000,000 ",operating,USA,TX,Dallas,Richardson,2.0,2003-01-01,2003-01,2003-Q1,2003.0,2008-09-22,2011-02-14
4030,/organization/avontrust-group,Avontrust Group,http://www.avontrust.com,|Social Media|, Social Media , -   ,operating,SGP,,Singapore,Singapore,1.0,2004-11-03,2004-11,2004-Q4,2004.0,2006-01-01,2006-01-01
30869,/organization/orphazyme,Orphazyme,http://www.orphazyme.com,|Biotechnology|, Biotechnology ," 20,000,000 ",operating,DNK,,Copenhagen,Copenhagen,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-02-14,2011-09-07
21296,/organization/inventiv-health,inVentiv Health,http://www.inventivhealth.com,|Clinical Trials|Health Care|Health and Wellness|Pharmaceuticals|, Clinical Trials ," 475,000,000 ",operating,USA,MA,Boston,Burlington,1.0,,,,,2014-08-27,2014-08-27
43555,/organization/toopher,Toopher,http://www.toopher.com,|Mobile|Software|Security|, Software ," 2,790,599 ",operating,USA,TX,Austin,Austin,2.0,2011-09-01,2011-09,2011-Q3,2011.0,2013-01-31,2014-08-20
35707,/organization/retewi,Retewi,http://www.retewi.com/,|Medical|, Medical ," 49,247 ",,,,,,1.0,,,,,2012-01-01,2012-01-01
37942,/organization/shelfie,Shelfie,http://www.takeashelfie.com/,|Apps|, Apps ," 20,000 ",operating,,,,,1.0,,,,,2014-07-18,2014-07-18
37829,/organization/shanghai-4space-culture-media,Shanghai 4Space Culture & Media,,|Messaging|, Messaging ," 5,810,000 ",operating,,,,,1.0,,,,,2010-09-20,2010-09-20
31986,/organization/personal-web-systems,Personal Web Systems,http://www.personalwebsystems.com,|Software|, Software ," 1,200,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1.0,,,,,2009-10-01,2009-10-01
47191,/organization/webxiom,WebXiom,http://www.webxiom.com,|Advertising|Social Media|Visual Search|Internet|News|, Internet , -   ,operating,USA,NJ,NJ - Other,Camden,1.0,2009-02-02,2009-02,2009-Q1,2009.0,2009-01-01,2009-01-01
1002,/organization/addashop,Addashop,,|B2B|E-Commerce|, E-Commerce ," 3,000,000 ",operating,,,,,1.0,,,,,1999-01-01,1999-01-01
5871,/organization/boardvote-inc,Boardvote,http://www.boardvote.com,|Social Media|Finance|News|, Finance ," 450,000 ",operating,USA,NY,New York City,New York,2.0,2012-01-02,2012-01,2012-Q1,2012.0,2012-03-01,2013-07-01
45848,/organization/vertical-circuits,Vertical Circuits,http://www.verticalcircuits.com,|Semiconductors|, Semiconductors ," 7,000,000 ",operating,USA,CA,SF Bay Area,Scotts Valley,1.0,,,,,2005-01-11,2005-01-11
9597,/organization/conexus-it,Conexus-IT,http://www.conexus-it.com,|Private Social Networking|Software|, Private Social Networking ," 500,000 ",closed,USA,NY,New York City,New York,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01
19058,/organization/hipscan,Hipscan,http://www.hipscan.com,|Mobile|, Mobile ," 100,000 ",operating,USA,CA,SF Bay Area,Menlo Park,1.0,2010-12-11,2010-12,2010-Q4,2010.0,2013-01-01,2013-01-01
29590,/organization/novavax-ab,Novavax AB,http://www.novavax.com,|Biotechnology|, Biotechnology ," 5,020,000 ",operating,SWE,,Stockholm,Uppsala,1.0,1999-01-01,1999-01,1999-Q1,1999.0,2008-06-27,2008-06-27
53695,,,,,,,,,,,,,,,,,,
53555,,,,,,,,,,,,,,,,,,
51110,,,,,,,,,,,,,,,,,,
26338,/organization/messagecast,MessageCast,http://web.archive.org/web/20050401010915/www.messagecast.net/brochure/index.html,|Messaging|, Messaging ," 1,500,000 ",acquired,USA,CA,SF Bay Area,Palo Alto,1.0,2002-03-01,2002-03,2002-Q1,2002.0,2005-03-01,2005-03-01
3353,/organization/artisan-square-marketplace,Artisan Square Marketplace,http://asmarket.businesscatalyst.com,|Marketplaces|, Marketplaces ," 11,000 ",operating,CAN,MB,Winnipeg,Winnipeg,1.0,2013-08-01,2013-08,2013-Q3,2013.0,2014-10-01,2014-10-01
43630,/organization/torqeedo,Torqeedo,http://www.torqeedo.com,|Manufacturing|, Manufacturing ," 14,192,160 ",operating,DEU,,Starnberg,Starnberg,2.0,2005-02-01,2005-02,2005-Q1,2005.0,2010-01-11,2012-03-19
4682,/organization/beezik,Beezik,,,," 7,216,281 ",acquired,,,,,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2010-10-05
709,/organization/accruit,Accruit,http://www.accruit.com,|Software|, Software ," 3,315,000 ",operating,USA,CO,Denver,Denver,1.0,2000-01-01,2000-01,2000-Q1,2000.0,2008-07-03,2008-07-03
4465,/organization/safetna,BaseTrace,http://www.basetrace.com,|Clean Energy|Biotechnology|, Clean Energy ," 145,000 ",operating,USA,NC,Raleigh,Raleigh,1.0,2012-04-02,2012-04,2012-Q2,2012.0,2013-06-20,2013-06-20
23735,/organization/legitime-technologies,LegiTime Technologies,http://www.legitimetechnologies.com,|Messaging|, Messaging ," 4,000,000 ",closed,USA,CT,Hartford,Farmington,2.0,2005-01-01,2005-01,2005-Q1,2005.0,2007-03-01,2009-12-15
19388,/organization/hoverwind,HoverWind,http://www.hoverwind.com,|Automotive|, Automotive , -   ,operating,USA,FL,Tampa,Largo,1.0,2014-06-23,2014-06,2014-Q2,2014.0,2014-07-02,2014-07-02
27452,/organization/monoqi,MONOQI,http://monoqi.com,|Design|, Design , -   ,operating,DEU,,Berlin,Berlin,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-08-21,2012-08-21
40519,/organization/startsampling,StartSampling,http://www.startsamplinginc.com/,|Technology|Internet Marketing|, Technology ," 22,160,000 ",operating,USA,IL,Chicago,Carol Stream,4.0,1998-01-01,1998-01,1998-Q1,1998.0,1999-09-22,2003-12-13
2194,/organization/ambiq-micro,Ambiq Micro,http://www.ambiqmicro.com,|Semiconductors|, Semiconductors ," 36,868,609 ",operating,USA,MI,Detroit,Ann Arbor,8.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-07-01,2014-11-07
38585,/organization/sipp-international-industries,SIPP International Industries,http://www.sippiii.com,|Hospitality|, Hospitality ," 4,200,000 ",closed,USA,NV,Las Vegas,Las Vegas,1.0,2011-03-17,2011-03,2011-Q1,2011.0,2011-12-22,2011-12-22
33856,/organization/proteotech,ProteoTech,http://proteotech.com,|Biotechnology|, Biotechnology ," 10,540,779 ",operating,USA,WA,Seattle,Kirkland,2.0,1996-01-01,1996-01,1996-Q1,1996.0,2009-04-28,2011-06-28
28603,/organization/nekted,Nekted,,,, -   ,operating,USA,IL,Chicago,Chicago,1.0,2010-03-01,2010-03,2010-Q1,2010.0,2010-07-30,2010-07-30
6644,/organization/bunndle,Bunndle,http://www.bunndle.com,|Advertising|, Advertising ," 550,000 ",closed,USA,CA,SF Bay Area,Palo Alto,1.0,2010-06-08,2010-06,2010-Q2,2010.0,2010-07-01,2010-07-01
33367,/organization/press-play,Press Play,http://www.pressplaytabs.com/,|Travel & Tourism|Startups|Travel|Entertainment|, Startups ," 500,000 ",operating,IND,,New Delhi,New Delhi,1.0,2013-12-01,2013-12,2013-Q4,2013.0,2014-08-20,2014-08-20
21084,/organization/interacting-technology,Interacting Technology,http://www.interactech.com,|Social Media Platforms|Social Network Media|, Social Network Media ," 2,400,000 ",operating,ISR,,Tel Aviv,Tel Aviv,3.0,2012-06-04,2012-06,2012-Q2,2012.0,2013-03-30,2014-03-27
37567,/organization/sense-health,Sense Health,http://www.sensehealth.com,|Health Care Information Technology|Health and Wellness|Mobile Health|Health Care|, Health and Wellness ," 2,000,000 ",operating,USA,NY,New York City,New York,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2014-01-18,2014-01-18
14418,/organization/exchangery,Exchangery,http://theexchangery.com,|Startups|Commodities|Enterprise Software|, Commodities ," 75,000 ",closed,USA,IL,Chicago,Chicago,1.0,,,,,2011-06-01,2011-06-01
41870,/organization/talksession,TalkSession,http://talksession.com,|Health Care|, Health Care , -   ,,USA,NY,New York City,New York,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-09-30,2013-04-04
15120,/organization/fiducioso-advisors,Fiducioso Advisors,http://www.incomediscovery.com,|Software|, Software ," 80,000 ",operating,USA,NY,New York City,New York,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2013-05-14,2013-05-14
31147,/organization/pa-semi,PA Semi,,|Semiconductors|, Semiconductors ," 86,000,000 ",acquired,,,,,3.0,,,,,2006-04-01,2009-05-01
25610,/organization/matchpin,Matchpin,http://www.matchpin.com,|Incentives|Coupons|Local|Location Based Services|Advertising|, Local ," 250,000 ",closed,,,,,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-05-25,2011-05-25
46118,/organization/vigilistics,Vigilistics,http://www.vigilistics.com,|Software|, Software ," 4,359,346 ",operating,USA,CA,Anaheim,Irvine,3.0,2005-01-01,2005-01,2005-Q1,2005.0,2007-01-01,2010-06-28
32828,/organization/pluto-media,Pluto Media,http://pluto-media.com/,|Mobile|, Mobile ," 2,150,000 ",operating,USA,CA,SF Bay Area,Menlo Park,3.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-12-09,2013-03-31
24101,/organization/lilymedia,LilyMedia,http://lilymedia.cc,|Education|iPad|Android|iOS|Tablets|Apps|Kids|Mobile|, Education , -   ,operating,ESP,,Barcelona,Barcelona,1.0,2012-11-08,2012-11,2012-Q4,2012.0,2013-06-03,2013-06-03
40280,/organization/spreedly,Spreedly,http://spreedly.com,|Mobile Payments|Payments|Billing|SaaS|E-Commerce|, E-Commerce ," 2,050,717 ",operating,USA,NC,Raleigh,Durham,4.0,2007-04-01,2007-04,2007-Q2,2007.0,2013-06-10,2014-10-06
16698,/organization/gemr,Gemr,http://www.gemr.com/,|Social Network Media|Collectibles|Apps|, Social Network Media ," 4,900,000 ",operating,USA,NH,Portsmouth,Portsmouth,1.0,2014-01-01,2014-01,2014-Q1,2014.0,2014-11-06,2014-11-06
19872,/organization/idibon,Idibon,http://idibon.com,|Natural Language Processing|Machine Learning|Enterprise Software|, Enterprise Software ," 6,900,000 ",operating,USA,CA,SF Bay Area,San Francisco,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-04-16,2014-10-16
44678,/organization/twof,TwoF,http://www.molecularstamping.com,|Biotechnology|, Biotechnology ," 2,148,399 ",closed,USA,CA,SF Bay Area,San Mateo,1.0,2005-11-01,2005-11,2005-Q4,2005.0,2010-02-08,2010-02-08
33730,/organization/promisec,Promisec,http://www.promisec.com,|Software|, Software , -   ,operating,USA,MA,Boston,Needham,1.0,2004-01-01,2004-01,2004-Q1,2004.0,2006-01-01,2006-01-01
50584,,,,,,,,,,,,,,,,,,
4045,/organization/avtozaper,Avtozaper,http://shop.avtozaper.ru,|Auto|Search|, Search ," 360,000 ",,RUS,,RUS - Other,Naberezhnyye Chelny,6.0,2012-06-25,2012-06,2012-Q2,2012.0,2012-10-15,2013-08-29
39016,/organization/smartling,Smartling,http://smartling.com,|Enterprise Software|, Enterprise Software ," 63,099,998 ",operating,USA,NY,New York City,New York,4.0,2009-01-01,2009-01,2009-Q1,2009.0,2010-03-18,2014-05-21
23760,/organization/lemonade-uk,lemonade.uk,http://lemonade.uk,,," 168,786 ",operating,,,,,1.0,2014-06-15,2014-06,2014-Q2,2014.0,2014-05-10,2014-05-10
49623,,,,,,,,,,,,,,,,,,
25426,/organization/marblar,Marblar,http://www.marblar.com,|Consumer Goods|Technology|Intellectual Property|Internet|Crowdsourcing|, Consumer Goods ," 2,600,000 ",operating,GBR,,London,London,2.0,2012-01-27,2012-01,2012-Q1,2012.0,2012-05-01,2014-08-01
10797,/organization/cyphoma,Cyphoma,http://www.cyphoma.com,|Classifieds|Advertising|, Advertising ," 517,560 ",operating,,,,,1.0,2012-04-01,2012-04,2012-Q2,2012.0,2012-01-01,2012-01-01
18360,/organization/halt-medical,Halt Medical,http://www.haltmedical.com,|Health Care|, Health Care ," 93,890,518 ",operating,USA,CA,SF Bay Area,Brentwood,10.0,2004-01-01,2004-01,2004-Q1,2004.0,2007-05-03,2014-01-29
6235,/organization/brand-embassy,Brand Embassy,http://www.brandembassy.com,|B2B|Sales and Marketing|Brand Marketing|Weddings|Analytics|Customer Service|Software|, Software ," 1,000,000 ",operating,GBR,,London,London,1.0,2011-07-18,2011-07,2011-Q3,2011.0,2014-02-19,2014-02-19
51913,,,,,,,,,,,,,,,,,,
6259,/organization/brandle,Brandle,http://www.brandle.net,|Risk Management|Brand Marketing|Social Media|, Risk Management ," 1,050,000 ",operating,USA,CA,Napa Valley,Petaluma,1.0,2011-09-01,2011-09,2011-Q3,2011.0,2013-02-25,2013-02-25
34504,/organization/quidsi,Quidsi,http://www.quidsi.com,|E-Commerce|, E-Commerce ," 78,500,000 ",acquired,USA,NJ,Newark,Jersey City,6.0,2005-01-01,2005-01,2005-Q1,2005.0,2006-09-01,2010-04-20
25476,/organization/marketcetera,Marketcetera,http://www.marketcetera.com,|Software|, Software ," 4,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2006-01-01,2006-01,2006-Q1,2006.0,2008-06-05,2008-06-05
53153,,,,,,,,,,,,,,,,,,
49833,,,,,,,,,,,,,,,,,,
26889,/organization/misiedo,MiSiedo,http://misiedo.com,|Hospitality|, Hospitality ," 487,237 ",operating,ITA,,Venice,Venice,3.0,,,,,2012-08-01,2014-10-09
9165,/organization/cogency-software,Cogency Software,http://www.cogencysoft.com,|Finance|, Finance ," 2,500,000 ",operating,USA,CA,SF Bay Area,Burlingame,1.0,1997-01-01,1997-01,1997-Q1,1997.0,2005-12-07,2005-12-07
3597,/organization/atlantia-search,Atlantia Search,http://www.atlantiasearch.com/,|Databases|Market Research|, Market Research ," 74,897 ",operating,MEX,,MEX - Other,,2.0,2013-07-23,2013-07,2013-Q3,2013.0,2013-07-25,2014-01-01
20860,/organization/inspired-instruments,Inspired Arts & Media,http://www.inspired.com,|Music|, Music ," 2,413,000 ",operating,,,,,2.0,1998-01-01,1998-01,1998-Q1,1998.0,2010-05-27,2010-06-08
19892,/organization/idri-infectious-disease-research-institute,IDRI (Infectious Disease Research Institute),http://idri.org,|Nonprofits|, Nonprofits ," 3,400,000 ",operating,USA,WA,Seattle,Seattle,1.0,1993-01-01,1993-01,1993-Q1,1993.0,2014-03-24,2014-03-24
46182,/organization/violet-grey,Violet Grey,http://violetgrey.com,|Fashion|, Fashion ," 7,300,000 ",operating,USA,CA,Los Angeles,Los Angeles,1.0,2012-07-04,2012-07,2012-Q3,2012.0,2014-02-25,2014-02-25
7209,/organization/card-capture-services,Card Capture Services,,,, -   ,acquired,USA,CA,SF Bay Area,Menlo Park,1.0,1993-01-01,1993-01,1993-Q1,1993.0,1997-03-07,1997-03-07
47841,/organization/wonderloop,Wonderloop,http://wonderloop.me,|Social Media|Networking|Video|Curated Web|, Social Media ," 200,000 ",operating,USA,CA,SF Bay Area,Mountain View,1.0,,,,,2014-05-02,2014-05-02
40823,/organization/stratagent-life-sciences,StrataGent Life Sciences,,|Biotechnology|, Biotechnology ," 16,000,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1.0,,,,,2007-05-11,2007-05-11
1748,/organization/akros-silicon,Akros Silicon,http://www.akrossilicon.com,|Semiconductors|, Semiconductors ," 43,653,352 ",operating,USA,CA,Sacramento,Folsom,6.0,2005-01-01,2005-01,2005-Q1,2005.0,2005-07-01,2014-05-09
51101,,,,,,,,,,,,,,,,,,
45604,/organization/vdp,VDP,http://www.vdpmag.com,|Content|Mobile|Media|Tablets|Publishing|iPad|iPhone|News|, Content ," 200,000 ",operating,USA,NY,New York City,New York,1.0,2010-07-01,2010-07,2010-Q3,2010.0,2010-08-01,2010-08-01
52198,,,,,,,,,,,,,,,,,,
6135,/organization/bow-drape,Bow & Drape,http://bowanddrape.com,|Fashion|, Fashion ," 1,200,000 ",operating,USA,MA,Boston,Boston,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2014-01-30,2014-01-30
16417,/organization/g3,G3,http://www.growth3.com,|Consulting|, Consulting , -   ,operating,USA,MI,MI - Other,Port Huron,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-10-16,2013-10-16
47905,/organization/workday,Workday,http://www.workday.com,|Technology|World Domination|Colleges|Finance|SaaS|Human Resources|Web Development|Enterprise Software|, Technology ," 175,000,000 ",operating,USA,CA,SF Bay Area,Pleasanton,3.0,2005-03-01,2005-03,2005-Q1,2005.0,2005-01-01,2011-10-24
22309,/organization/parkatmyhouse-com,JustPark,http://www.justpark.com,|Collaborative Consumption|Peer-to-Peer|Databases|Online Rental|Internet|, Peer-to-Peer , -   ,operating,GBR,,London,London,2.0,2006-09-22,2006-09,2006-Q3,2006.0,2011-07-01,2014-08-06
45807,/organization/veritext,Veritext,http://www.veritext.com,|Legal|, Legal ," 20,000,000 ",operating,USA,NJ,Newark,Florham Park,1.0,1997-01-01,1997-01,1997-Q1,1997.0,2010-08-19,2010-08-19
53867,,,,,,,,,,,,,,,,,,
32595,/organization/planeths,PlanetHS,http://www.planeths.com/index.php?,|Education|, Education ," 945,000 ",operating,USA,FL,Jacksonville,Ponte Vedra Beach,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2013-05-14,2013-05-14
39048,/organization/smartvue,Smartvue,http://www.smartvue.com,|Enterprise Software|, Enterprise Software ," 5,850,000 ",operating,USA,TN,Nashville,Nashville,3.0,1996-01-01,1996-01,1996-Q1,1996.0,2010-02-09,2014-04-07
9324,/organization/colomob-network-and-technology,Colomob Network and Technology,http://www.colomob.com/,|Video|Games|, Video ," 1,647,446 ",operating,,,,,1.0,2012-07-01,2012-07,2012-Q3,2012.0,2014-01-01,2014-01-01
40701,/organization/stitch,Stitch,http://www.stitchapp.com,|SaaS|Sales and Marketing|Mobile|, Sales and Marketing ," 3,250,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-04-24,2014-04-24
11635,/organization/digabit,Digabit,http://www.digabit.com,|Software|, Software ," 8,258,983 ",operating,USA,CO,Denver,Lakewood,5.0,2008-01-01,2008-01,2008-Q1,2008.0,2009-07-08,2013-07-30
3983,/organization/avia,AVIA,http://www.aviahealthinnovation.com,|Health Care|Innovation Management|, Health Care ," 6,000,000 ",operating,USA,IL,Chicago,Chicago,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-07-01,2014-09-22
31422,/organization/parentplus,ParentPlus,http://www.parentplus.net,|Biotechnology|, Biotechnology ," 100,000 ",closed,,,,,1.0,,,,,2007-12-13,2007-12-13
18000,/organization/gridstore,Gridstore,http://www.gridstore.com,|Web Development|Web Hosting|, Web Development ," 25,470,400 ",operating,USA,CA,SF Bay Area,Mountain View,3.0,2009-01-01,2009-01,2009-Q1,2009.0,2010-12-29,2013-12-04
18096,/organization/growblox,GrowBLOX,http://growbloxsciences.com/,,," 2,000,000 ",operating,USA,NV,Las Vegas,Las Vegas,1.0,,,,,2014-06-05,2014-06-05
6220,/organization/brainwave-education,Brainwave Education,http://www.brainwave-edu.com,|Education|, Education ," 40,000 ",operating,IND,,Bangalore,Bangalore,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-11-19,2013-11-19
26749,/organization/mindshapes,Mindshapes,http://mindshapes.com,|Textbooks|Kids|Apps|Virtual Worlds|Education|Games|, Games ," 9,000,000 ",operating,GBR,,London,London,2.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-11-01,2012-05-29
32816,/organization/pluribus-networks,Pluribus Networks,http://pluribusnetworks.com,|Networking|Data Center Infrastructure|Big Data|Cloud Computing|Web Hosting|, Data Center Infrastructure ," 42,800,000 ",operating,USA,CA,SF Bay Area,Palo Alto,3.0,2010-04-01,2010-04,2010-Q2,2010.0,2011-04-01,2013-04-01
